#Parameters = {cpw=15; sigma_z=0.4; wakelength=200; xbeam=0; xtest=0; ybeam=0; ytest=0}
# Beta-weighted transverse dipolar bunch wake, y-plane
#"s / mm"	"W_perp_beta [V/pC]"
#------------------------
7.464832204200	2.9745057704949e+03
7.494811450000	2.9783378996832e+03
7.524790695800	2.9822532260950e+03
7.554769941600	2.9862507459081e+03
7.584749187400	2.9903293316376e+03
7.614728433200	2.9944877327944e+03
7.644707679000	2.9987245766486e+03
7.674686924800	3.0030383690964e+03
7.704666170600	3.0074274956317e+03
7.734645416400	3.0118902224195e+03
7.764624662200	3.0164246974730e+03
7.794603908000	3.0210289519322e+03
7.824583153800	3.0257009014434e+03
7.854562399600	3.0304383476389e+03
7.884541645400	3.0352389797163e+03
7.914520891200	3.0401003761151e+03
7.944500137000	3.0450200062908e+03
7.974479382800	3.0499952325850e+03
8.004458628600	3.0550233121893e+03
8.034437874400	3.0601013992023e+03
8.064417120200	3.0652265467783e+03
8.094396366000	3.0703957093660e+03
8.124375611800	3.0756057450348e+03
8.154354857600	3.0808534178888e+03
8.184334103400	3.0861354005638e+03
8.214313349200	3.0914482768091e+03
8.244292595000	3.0967885441484e+03
8.274271840800	3.1021526166205e+03
8.304251086600	3.1075368275963e+03
8.334230332400	3.1129374326704e+03
8.364209578200	3.1183506126252e+03
8.394188824000	3.1237724764643e+03
8.424168069800	3.1291990645140e+03
8.454147315600	3.1346263515897e+03
8.484126561400	3.1400502502248e+03
8.514105807200	3.1454666139600e+03
8.544085053000	3.1508712406896e+03
8.574064298800	3.1562598760625e+03
8.604043544600	3.1616282169357e+03
8.634022790400	3.1669719148766e+03
8.664002036200	3.1722865797117e+03
8.693981282000	3.1775677831193e+03
8.723960527800	3.1828110622623e+03
8.753939773600	3.1880119234586e+03
8.783919019400	3.1931658458874e+03
8.813898265200	3.1982682853252e+03
8.843877511000	3.2033146779122e+03
8.873856756800	3.2083004439437e+03
8.903836002600	3.2132209916829e+03
8.933815248400	3.2180717211950e+03
8.963794494200	3.2228480281956e+03
8.993773740000	3.2275453079132e+03
9.023752985800	3.2321589589611e+03
9.053732231600	3.2366843872159e+03
9.083711477400	3.2411170096994e+03
9.113690723200	3.2454522584608e+03
9.143669969000	3.2496855844559e+03
9.173649214800	3.2538124614194e+03
9.203628460600	3.2578283897289e+03
9.233607706400	3.2617289002549e+03
9.263586952200	3.2655095581959e+03
9.293566198000	3.2691659668934e+03
9.323545443800	3.2726937716259e+03
9.353524689600	3.2760886633761e+03
9.383503935400	3.2793463825700e+03
9.413483181200	3.2824627227845e+03
9.443462427000	3.2854335344198e+03
9.473441672800	3.2882547283337e+03
9.503420918600	3.2909222794352e+03
9.533400164400	3.2934322302339e+03
9.563379410200	3.2957806943420e+03
9.593358656000	3.2979638599273e+03
9.623337901800	3.2999779931119e+03
9.653317147600	3.3018194413164e+03
9.683296393400	3.3034846365447e+03
9.713275639200	3.3049700986076e+03
9.743254885000	3.3062724382823e+03
9.773234130800	3.3073883604054e+03
9.803213376600	3.3083146668956e+03
9.833192622400	3.3090482597057e+03
9.863171868200	3.3095861436986e+03
9.893151114000	3.3099254294480e+03
9.923130359800	3.3100633359579e+03
9.953109605600	3.3099971933022e+03
9.983088851400	3.3097244451791e+03
10.013068097200	3.3092426513803e+03
10.043047343000	3.3085494901713e+03
10.073026588800	3.3076427605817e+03
10.103005834600	3.3065203846037e+03
10.132985080400	3.3051804092956e+03
10.162964326200	3.3036210087904e+03
10.192943572000	3.3018404862059e+03
10.222922817800	3.2998372754564e+03
10.252902063600	3.2976099429622e+03
10.282881309400	3.2951571892584e+03
10.312860555200	3.2924778504988e+03
10.342839801000	3.2895708998551e+03
10.372819046800	3.2864354488099e+03
10.402798292600	3.2830707483424e+03
10.432777538400	3.2794761900054e+03
10.462756784200	3.2756513068929e+03
10.492736030000	3.2715957744979e+03
10.522715275800	3.2673094114587e+03
10.552694521600	3.2627921801936e+03
10.582673767400	3.2580441874238e+03
10.612653013200	3.2530656845824e+03
10.642632259000	3.2478570681118e+03
10.672611504800	3.2424188796465e+03
10.702590750600	3.2367518060823e+03
10.732569996400	3.2308566795327e+03
10.762549242200	3.2247344771702e+03
10.792528488000	3.2183863209549e+03
10.822507733800	3.2118134772495e+03
10.852486979600	3.2050173563201e+03
10.882466225400	3.1979995117258e+03
10.912445471200	3.1907616395942e+03
10.942424717000	3.1833055777860e+03
10.972403962800	3.1756333049486e+03
11.002383208600	3.1677469394584e+03
11.032362454400	3.1596487382541e+03
11.062341700200	3.1513410955613e+03
11.092320946000	3.1428265415091e+03
11.122300191800	3.1341077406405e+03
11.152279437600	3.1251874903170e+03
11.182258683400	3.1160687190197e+03
11.212237929200	3.1067544845472e+03
11.242217175000	3.0972479721125e+03
11.272196420800	3.0875524923399e+03
11.302175666600	3.0776714791643e+03
11.332154912400	3.0676084876339e+03
11.362134158200	3.0573671916176e+03
11.392113404000	3.0469513814213e+03
