# Freq(GHz) Re(Z) Im(Z)
5.110000e+00 1.963199e+02 2.799476e+03
5.120000e+00 1.939670e+02 2.806706e+03
5.130000e+00 1.922636e+02 2.814629e+03
5.140000e+00 1.911325e+02 2.823162e+03
5.150000e+00 1.900015e+02 2.831696e+03
5.160000e+00 1.888704e+02 2.840229e+03
5.170000e+00 1.877393e+02 2.848763e+03
5.180000e+00 1.866083e+02 2.857296e+03
5.190000e+00 1.854772e+02 2.865830e+03
5.200000e+00 1.843462e+02 2.874363e+03
5.210000e+00 1.832151e+02 2.882897e+03
5.220000e+00 1.820841e+02 2.891430e+03
5.230000e+00 1.809530e+02 2.899964e+03
5.240000e+00 1.798220e+02 2.908497e+03
5.250000e+00 1.786909e+02 2.917031e+03
5.260000e+00 1.775599e+02 2.925564e+03
5.270000e+00 1.764288e+02 2.934098e+03
5.280000e+00 1.752978e+02 2.942631e+03
5.290000e+00 1.741667e+02 2.951165e+03
5.300000e+00 1.730356e+02 2.959698e+03
5.310000e+00 1.719046e+02 2.968232e+03
5.320000e+00 1.707735e+02 2.976765e+03
5.330000e+00 1.696425e+02 2.985299e+03
5.340000e+00 1.685114e+02 2.993832e+03
5.350000e+00 1.673804e+02 3.002366e+03
5.360000e+00 1.662493e+02 3.010899e+03
5.370000e+00 1.651183e+02 3.019433e+03
5.380000e+00 1.639872e+02 3.027966e+03
5.390000e+00 1.644751e+02 3.036906e+03
5.400000e+00 1.651268e+02 3.045887e+03
5.410000e+00 1.657785e+02 3.054867e+03
5.420000e+00 1.664302e+02 3.063848e+03
5.430000e+00 1.670819e+02 3.072829e+03
5.440000e+00 1.677336e+02 3.081810e+03
5.450000e+00 1.683853e+02 3.090791e+03
5.460000e+00 1.690370e+02 3.099771e+03
5.470000e+00 1.696887e+02 3.108752e+03
5.480000e+00 1.703404e+02 3.117733e+03
5.490000e+00 1.709921e+02 3.126714e+03
5.500000e+00 1.716438e+02 3.135694e+03
5.510000e+00 1.722955e+02 3.144675e+03
5.520000e+00 1.729472e+02 3.153656e+03
5.530000e+00 1.735989e+02 3.162637e+03
5.540000e+00 1.742506e+02 3.171618e+03
5.550000e+00 1.749023e+02 3.180598e+03
5.560000e+00 1.755540e+02 3.189579e+03
5.570000e+00 1.762057e+02 3.198560e+03
5.580000e+00 1.768574e+02 3.207541e+03
5.590000e+00 1.775091e+02 3.216522e+03
5.600000e+00 1.781608e+02 3.225502e+03
5.610000e+00 1.788125e+02 3.234483e+03
5.620000e+00 1.794642e+02 3.243464e+03
5.630000e+00 1.801159e+02 3.252445e+03
5.640000e+00 1.812425e+02 3.261248e+03
5.650000e+00 1.835622e+02 3.269607e+03
5.660000e+00 1.858818e+02 3.277966e+03
5.670000e+00 1.882015e+02 3.286325e+03
5.680000e+00 1.905212e+02 3.294684e+03
5.690000e+00 1.928408e+02 3.303043e+03
5.700000e+00 1.951605e+02 3.311401e+03
