#Parameters = {cpw=15; sigma_z=0.4; wakelength=200; xbeam=0; xtest=0; ybeam=0; ytest=0}
# Beta-weighted transverse dipolar bunch wake, y-plane
# beta_factor is dimensionless: sum(beta_i/<beta>)
# Z_perp unit: Ohm/m
#"s / mm"	"W_perp_beta [V/pC/m]"
#------------------------
10.103005834600	1.6085792127506e+02
10.132985080400	1.5707190252109e+02
10.162964326200	1.5319639734288e+02
10.192943572000	1.4924286242063e+02
10.222922817800	1.4522272046219e+02
10.252902063600	1.4114734769928e+02
10.282881309400	1.3702806150683e+02
10.312860555200	1.3287610815657e+02
10.342839801000	1.2870265071617e+02
10.372819046800	1.2451875710490e+02
10.402798292600	1.2033538831642e+02
10.432777538400	1.1616338681957e+02
10.462756784200	1.1201346514727e+02
10.492736030000	1.0789619468386e+02
10.522715275800	1.0382199466068e+02
10.552694521600	9.9801121369677e+01
10.582673767400	9.5843657604506e+01
10.612653013200	9.1959502338203e+01
10.642632259000	8.8158360646496e+01
10.672611504800	8.4449733885376e+01
10.702590750600	8.0842910131335e+01
10.732569996400	7.7346954892395e+01
10.762549242200	7.3970702097777e+01
