#Parameters = {cpw=15; sigma_z=0.4; wakelength=200; xbeam=0; xtest=0; ybeam=0; ytest=0}
# Beta-weighted transverse dipolar bunch wake, x-plane
# beta_factor is dimensionless: sum(beta_i/<beta>)
# Z_perp unit: Ohm/m
#"s / mm"	"W_perp_beta [V/pC/m]"
#------------------------
2.848028351000	3.4082300292026e+03
2.878007596800	3.3704902890581e+03
2.907986842600	3.3314778250619e+03
2.937966088400	3.2912219997911e+03
2.967945334200	3.2497527705759e+03
2.997924580000	3.2071006670384e+03
3.027903825800	3.1632967683127e+03
3.057883071600	3.1183726799620e+03
3.087862317400	3.0723605106125e+03
3.117841563200	3.0252928483209e+03
3.147820809000	2.9772027366946e+03
3.177800054800	2.9281236507833e+03
3.207779300600	2.8780894727592e+03
3.237758546400	2.8271344674070e+03
3.267737792200	2.7752932574397e+03
3.297717038000	2.7226007986609e+03
3.327696283800	2.6690923549928e+03
3.357675529600	2.6148034733872e+03
3.387654775400	2.5597699586402e+03
3.417634021200	2.5040278481293e+03
3.447613267000	2.4476133864909e+03
3.477592512800	2.3905630002597e+03
3.507571758600	2.3329132724859e+03
3.537551004400	2.2747009173521e+03
3.567530250200	2.2159627548069e+03
3.597509496000	2.1567356852356e+03
3.627488741800	2.0970566641853e+03
3.657467987600	2.0369626771643e+03
3.687447233400	1.9764907145343e+03
3.717426479200	1.9156777465130e+03
3.747405725000	1.8545606983065e+03
3.777384970800	1.7931764253893e+03
3.807364216600	1.7315616889492e+03
3.837343462400	1.6697531315167e+03
3.867322708200	1.6077872527944e+03
3.897301954000	1.5457003857056e+03
3.927281199800	1.4835286726782e+03
3.957260445600	1.4213080421813e+03
3.987239691400	1.3590741855312e+03
4.017218937200	1.2968625339834e+03
4.047198183000	1.2347082361260e+03
4.077177428800	1.1726461355920e+03
4.107156674600	1.1107107491041e+03
4.137135920400	1.0489362448684e+03
4.167115166200	9.8735642133249e+02
4.197094412000	9.2600468632117e+02
4.227073657800	8.6491403656490e+02
4.257052903600	8.0411703763498e+02
4.287032149400	7.4364580429865e+02
4.317011395200	6.8353198130743e+02
4.346990641000	6.2380672463157e+02
4.376969886800	5.6450068315292e+02
4.406949132600	5.0564398082819e+02
4.436928378400	4.4726619933430e+02
4.466907624200	3.8939636120688e+02
4.496886870000	3.3206291348264e+02
4.526866115800	2.7529371185606e+02
4.556845361600	2.1911600536011e+02
4.586824607400	1.6355642158036e+02
4.616803853200	1.0864095241172e+02
4.646783099000	5.4394940365928e+01
4.676762344800	8.4306543810192e-01
4.706741590600	-5.1990667460249e+01
4.736720836400	-1.0408294049461e+02
4.766700082200	-1.5541113432067e+02
4.796679328000	-2.0595333891124e+02
4.826658573800	-2.5568836379126e+02
4.856637819600	-3.0459574767576e+02
4.886617065400	-3.5265576750611e+02
4.916596311200	-3.9984944688052e+02
4.946575557000	-4.4615856387497e+02
4.976554802800	-4.9156565825163e+02
5.006534048600	-5.3605403805193e+02
5.036513294400	-5.7960778557233e+02
5.066492540200	-6.2221176272098e+02
5.096471786000	-6.6385161575428e+02
5.126451031800	-7.0451377939249e+02
5.156430277600	-7.4418548031457e+02
5.186409523400	-7.8285474003228e+02
5.216388769200	-8.2051037714461e+02
5.246368015000	-8.5714200897378e+02
5.276347260800	-8.9274005258470e+02
5.306326506600	-9.2729572519022e+02
5.336305752400	-9.6080104394493e+02
5.366284998200	-9.9324882513086e+02
5.396264244000	-1.0246326827388e+03
5.426243489800	-1.0549470264494e+03
5.456222735600	-1.0841870590193e+03
5.486201981400	-1.1123487730763e+03
5.516181227200	-1.1394289473303e+03
5.546160473000	-1.1654251422060e+03
5.576139718800	-1.1903356949028e+03
5.606118964600	-1.2141597138904e+03
5.636098210400	-1.2368970728460e+03
5.666077456200	-1.2585484040419e+03
5.696056702000	-1.2791150911916e+03
5.726035947800	-1.2985992617625e+03
5.756015193600	-1.3170037787644e+03
5.785994439400	-1.3343322320237e+03
5.815973685200	-1.3505889289526e+03
5.845952931000	-1.3657788848231e+03
5.875932176800	-1.3799078125576e+03
5.905911422600	-1.3929821120453e+03
5.935890668400	-1.4050088589966e+03
5.965869914200	-1.4159957933473e+03
5.995849160000	-1.4259513072235e+03
6.025828405800	-1.4348844324798e+03
6.055807651600	-1.4428048278233e+03
6.085786897400	-1.4497227655364e+03
6.115766143200	-1.4556491178110e+03
6.145745389000	-1.4605953427066e+03
6.175724634800	-1.4645734697481e+03
6.205703880600	-1.4675960851745e+03
6.235683126400	-1.4696763168540e+03
6.265662372200	-1.4708278188793e+03
6.295641618000	-1.4710647558571e+03
6.325620863800	-1.4704017869070e+03
6.355600109600	-1.4688540493846e+03
6.385579355400	-1.4664371423423e+03
6.415558601200	-1.4631671097452e+03
6.445537847000	-1.4590604234547e+03
6.475517092800	-1.4541339659978e+03
6.505496338600	-1.4484050131346e+03
6.535475584400	-1.4418912162424e+03
6.565454830200	-1.4346105845296e+03
6.595434076000	-1.4265814670968e+03
6.625413321800	-1.4178225348593e+03
6.655392567600	-1.4083527623484e+03
6.685371813400	-1.3981914094057e+03
6.715351059200	-1.3873580027875e+03
6.745330305000	-1.3758723176937e+03
6.775309550800	-1.3637543592387e+03
6.805288796600	-1.3510243438788e+03
6.835268042400	-1.3377026808116e+03
6.865247288200	-1.3238099533643e+03
6.895226534000	-1.3093669003858e+03
6.925205779800	-1.2943943976578e+03
6.955185025600	-1.2789134393407e+03
6.985164271400	-1.2629451194700e+03
7.015143517200	-1.2465106135173e+03
7.045122763000	-1.2296311600325e+03
7.075102008800	-1.2123280423807e+03
7.105081254600	-1.1946225705895e+03
7.135060500400	-1.1765360633210e+03
7.165039746200	-1.1580898299826e+03
7.195018992000	-1.1393051529921e+03
7.224998237800	-1.1202032702092e+03
7.254977483600	-1.1008053575493e+03
7.284956729400	-1.0811325117912e+03
7.314935975200	-1.0612057335943e+03
7.344915221000	-1.0410459107363e+03
7.374894466800	-1.0206738015859e+03
7.404873712600	-1.0001100188217e+03
7.434852958400	-9.7937501341150e+02
7.464832204200	-9.5848905886220e+02
7.494811450000	-9.3747223575301e+02
7.524790695800	-9.1634441656355e+02
7.554769941600	-8.9512525080750e+02
7.584749187400	-8.7383415048310e+02
7.614728433200	-8.5249027585070e+02
7.644707679000	-8.3111252154767e+02
7.674686924800	-8.0971950305063e+02
7.704666170600	-7.8832954349422e+02
7.734645416400	-7.6696066085579e+02
7.764624662200	-7.4563055551470e+02
7.794603908000	-7.2435659819461e+02
7.824583153800	-7.0315581829682e+02
7.854562399600	-6.8204489263235e+02
7.884541645400	-6.6104013455994e+02
7.914520891200	-6.4015748353701e+02
7.944500137000	-6.1941249508982e+02
7.974479382800	-5.9882033120924e+02
8.004458628600	-5.7839575117749e+02
8.034437874400	-5.5815310283139e+02
8.064417120200	-5.3810631426691e+02
8.094396366000	-5.1826888598937e+02
8.124375611800	-4.9865388351360e+02
8.154354857600	-4.7927393041744e+02
8.184334103400	-4.6014120185196e+02
8.214313349200	-4.4126741851120e+02
8.244292595000	-4.2266384106378e+02
8.274271840800	-4.0434126504831e+02
8.304251086600	-3.8631001623427e+02
8.334230332400	-3.6857994644948e+02
8.364209578200	-3.5116042987473e+02
8.394188824000	-3.3406035980610e+02
8.424168069800	-3.1728814588471e+02
8.454147315600	-3.0085171179340e+02
8.484126561400	-2.8475849341952e+02
8.514105807200	-2.6901543748231e+02
8.544085053000	-2.5362900062330e+02
8.574064298800	-2.3860514895747e+02
8.604043544600	-2.2394935808270e+02
8.634022790400	-2.0966661354454e+02
8.664002036200	-1.9576141175296e+02
8.693981282000	-1.8223776134741e+02
8.723960527800	-1.6909918500611e+02
8.753939773600	-1.5634872169499e+02
8.783919019400	-1.4398892935159e+02
8.813898265200	-1.3202188799866e+02
8.843877511000	-1.2044920328186e+02
8.873856756800	-1.0927201042568e+02
8.903836002600	-9.8490978601388e+01
8.933815248400	-8.8106315700318e+01
8.963794494200	-7.8117773505606e+01
8.993773740000	-6.8524653255162e+01
9.023752985800	-5.9325811588279e+01
9.053732231600	-5.0519666868026e+01
9.083711477400	-4.2104205871253e+01
9.113690723200	-3.4076990837750e+01
9.143669969000	-2.6435166869829e+01
9.173649214800	-1.9175469673299e+01
9.203628460600	-1.2294233630574e+01
9.233607706400	-5.7874001963794e+00
9.263586952200	3.4947339372191e-01
9.293566198000	6.1212051119920e+00
9.323545443800	1.1532978834601e+01
9.353524689600	1.6590334755581e+01
9.383503935400	2.1299159529314e+01
9.413483181200	2.5665676152384e+01
9.443462427000	2.9696433595845e+01
9.473441672800	3.3398296199100e+01
9.503420918600	3.6778432836760e+01
9.533400164400	3.9844305870004e+01
9.563379410200	4.2603659894096e+01
9.593358656000	4.5064510293857e+01
9.623337901800	4.7235131618984e+01
9.653317147600	4.9124045791247e+01
9.683296393400	5.0740010155661e+01
9.713275639200	5.2092005387835e+01
9.743254885000	5.3189223269764e+01
9.773234130800	5.4041054346385e+01
9.803213376600	5.4657075475295e+01
9.833192622400	5.5047037282029e+01
9.863171868200	5.5220851533356e+01
9.893151114000	5.5188578441053e+01
9.923130359800	5.4960413908621e+01
9.953109605600	5.4546676733407e+01
9.983088851400	5.3957795776566e+01
10.013068097200	5.3204297113297e+01
10.043047343000	5.2296791175692e+01
10.073026588800	5.1245959900559e+01
10.103005834600	5.0062543894445e+01
10.132985080400	4.8757329628065e+01
10.162964326200	4.7341136672237e+01
10.192943572000	4.5824804987319e+01
10.222922817800	4.4219182278064e+01
10.252902063600	4.2535111425675e+01
10.282881309400	4.0783418008716e+01
10.312860555200	3.8974897924406e+01
10.342839801000	3.7120305121681e+01
10.372819046800	3.5230339457231e+01
10.402798292600	3.3315634685589e+01
10.432777538400	3.1386746594131e+01
10.462756784200	2.9454141293702e+01
10.492736030000	2.7528183675364e+01
10.522715275800	2.5619126043561e+01
10.552694521600	2.3737096935811e+01
10.582673767400	2.1892090138767e+01
10.612653013200	2.0093953910319e+01
10.642632259000	1.8352380417122e+01
10.672611504800	1.6676895396726e+01
10.702590750600	1.5076848053218e+01
10.732569996400	1.3561401195030e+01
10.762549242200	1.2139521623305e+01
10.792528488000	1.0819970778933e+01
10.822507733800	9.6112956561070e+00
10.852486979600	8.5218199899404e+00
10.882466225400	7.5596357254267e+00
10.912445471200	6.7325947746953e+00
10.942424717000	6.0483010692405e+00
10.972403962800	5.5141029134807e+00
11.002383208600	5.1370856457001e+00
11.032362454400	4.9240646121045e+00
11.062341700200	4.8815784594106e+00
11.092320946000	5.0158827510561e+00
11.122300191800	5.3329439117977e+00
11.152279437600	5.8384335051301e+00
11.182258683400	6.5377228476286e+00
11.212237929200	7.4358779639786e+00
11.242217175000	8.5376548861234e+00
11.272196420800	9.8474952996128e+00
